country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs,offsetabs
AT,MG,8045.2851,15.0287,2.7726,0.69278,43775.1963,43775.1963,0.69278
JP,GH,13521.372,16.7907,4.5747,-0.69252,37381.0067,37381.0067,0.69252
AE,KH,5513.1662,15.3856,4.4773,0.69221,36352.3002,36352.3002,0.69221
AE,BJ,5685.1052,14.9528,2.3979,0.69043,36832.7671,36832.7671,0.69043
LB,GH,4748.4855,15.8323,0,-0.69024,6400.5436,6400.5436,0.69024
SA,KH,6407.2293,16.3326,2.3979,-0.68939,18758.741,18758.741,0.68939
HU,GH,4775.2036,16.3124,2.3026,-0.68913,11151.3864,11151.3864,0.68913
CO,LB,11557.5544,14.5984,0.69315,0.68849,-2108.3993,2108.3993,0.68849
IT,CR,9802.1984,14.9351,2.3026,0.68821,18702.6301,18702.6301,0.68821
HR,ID,10753.2353,16.0581,1.0986,-0.68646,8520.3717,8520.3717,0.68646
DK,UG,6435.1622,15.5633,5.2983,0.68612,52802.3555,52802.3555,0.68612
HU,VN,8775.1426,16.2853,2.1972,-0.68399,10479.1572,10479.1572,0.68399
MW,US,14411.5142,17.1529,6.3509,-0.68357,-57165.9923,57165.9923,0.68357
BE,BI,6464.3605,14.8656,1.9459,0.68311,40810.4299,40810.4299,0.68311
KR,AZ,6791.7087,16.1993,1.7918,-0.68274,23661.8697,23661.8697,0.68274
DE,ZW,8014.5855,16.8498,4.9053,-0.68251,40927.4613,40927.4613,0.68251
DE,TJ,4823.9823,17.2505,6.8244,-0.68214,41140.2147,41140.2147,0.68214
EE,AZ,2596.4431,14.4607,0,0.68133,13697.7509,13697.7509,0.68133
HR,MZ,7383.0806,14.6066,0.69315,0.68033,11708.5972,11708.5972,0.68033
ZA,SL,5703.8871,16.3579,2.5649,-0.67978,4777.5444,4777.5444,0.67978
PL,BO,10940.5208,15.0544,2.8332,0.67975,9267.461,9267.461,0.67975
FI,AF,4277.4705,16.1581,1.6094,-0.6797,42528.4688,42528.4688,0.6797
ID,SL,13943.051,16.1115,1.3863,-0.67969,3074.2454,3074.2454,0.67969
AT,YE,4724.9832,16.1958,1.7918,-0.67926,43186.1804,43186.1804,0.67926
DE,RW,6184.7105,17.0642,5.9532,-0.67792,41233.223,41233.223,0.67792
NZ,PH,8090.7886,15.8179,6.4739,0.67718,36475.5516,36475.5516,0.67718
EC,ZW,11757.2343,14.4649,0,0.67716,4960.3868,4960.3868,0.67716
PT,MX,8717.9592,16.6677,4.0604,-0.67703,11612.002,11612.002,0.67703
LU,PK,5606.3238,15.0918,2.9957,0.6763,101363.1286,101363.1286,0.6763
SI,UG,5256.3068,14.9471,2.3026,0.67617,20689.2614,20689.2614,0.67617
JP,AM,7759.3938,15.6351,5.591,0.67548,35288.3157,35288.3157,0.67548
TH,LR,11968.17,14.6122,0.69315,0.67472,5452.5427,5452.5427,0.67472
TW,TZ,9894.3924,16.408,2.8332,-0.67377,21718.8062,21718.8062,0.67377
BG,CO,10456.0047,14.9699,2.3979,0.67332,1545.1905,1545.1905,0.67332
CZ,KG,4593.2772,14.929,2.1972,0.67226,17189.5135,17189.5135,0.67226
TR,DO,9966.9763,15.9583,0.69315,-0.6714,4065.3858,4065.3858,0.6714
MN,MX,11739.6249,14.8457,1.7918,0.67081,-4514.8546,4514.8546,0.67081
BE,MX,9120.4939,16.672,4.1109,-0.67074,32894.851,32894.851,0.67074
MY,SN,12708.5039,14.9061,2.0794,0.67055,8544.4947,8544.4947,0.67055
TW,TL,3658.7128,14.618,0.69315,0.66896,20496,20496,0.66896
NO,ZA,10208.02,14.8479,1.7918,0.66867,65538.8835,65538.8835,0.66867
CZ,ZA,8967.9255,15.8092,0,-0.66711,12992.9558,12992.9558,0.66711
MO,NP,3028.5624,14.4753,0,0.66676,72457.4276,72457.4276,0.66676
HU,ZA,8649.1438,15.8085,0,-0.66648,7391.2536,7391.2536,0.66648
BG,ZW,6876.501,14.7052,1.0986,0.66642,6342.1985,6342.1985,0.66642
LT,BF,5260.5707,14.4758,0,0.66625,14229.9498,14229.9498,0.66625
IR,LR,7109.9602,15.8071,0,-0.66502,4502.2093,4502.2093,0.66502
PT,ZW,7567.3151,14.8843,1.9459,0.66443,18804.7109,18804.7109,0.66443
IL,US,10860.0427,16.969,5.5645,-0.66394,-20174.1749,20174.1749,0.66394
DO,YE,12297.2576,14.4794,0,0.6626,5731.8888,5731.8888,0.6626
TW,CD,11124.1599,16.5221,3.434,-0.66233,22153.4947,22153.4947,0.66233
ZA,AM,8177.7665,14.7096,1.0986,0.66203,1667.4418,1667.4418,0.66203
BG,KE,4913.5993,16.4763,3.2189,-0.66149,5895.436,5895.436,0.66149
JP,BF,13177.0981,16.4283,2.9957,-0.6602,38244.7372,38244.7372,0.6602
BG,BF,4275.3455,15.7994,0,-0.65739,6701.0653,6701.0653,0.65739
KW,UG,3498.3654,16.4357,3.0445,-0.65733,28360.0912,28360.0912,0.65733
AF,CO,14165.2318,15.9441,0.69315,-0.65721,-5243.8266,5243.8266,0.65721
GH,SV,9569.793,14.4855,0,0.65658,-2710.1235,2710.1235,0.65658
IL,VN,7645.2347,16.4223,2.9957,-0.65417,35106.9219,35106.9219,0.65417
HR,PH,10252.2114,15.2264,3.5264,0.65264,9139.5946,9139.5946,0.65264
NZ,ZA,11561.542,14.4899,0,0.65217,34153.0296,34153.0296,0.65217
PL,HN,9698.7247,15.1174,2.9957,0.65073,10011.2594,10011.2594,0.65073
DK,BA,1489.3747,16.0223,1.0986,-0.65061,48708.946,48708.946,0.65061
KR,CO,14961.1555,16.226,2.0794,-0.6493,21733.2008,21733.2008,0.6493
GB,MZ,9015.0718,16.9633,5.6095,-0.64884,39517.3191,39517.3191,0.64884
NZ,US,12549.9976,16.0801,1.3863,-0.64834,-18040.1636,18040.1636,0.64834
NZ,VN,9163.8224,15.4604,4.625,0.64829,37240.9332,37240.9332,0.64829
IL,CI,4936.8591,15.9329,0.69315,-0.64603,35766.4151,35766.4151,0.64603
KW,TZ,4189.8639,16.3672,2.7726,-0.6457,28096.2062,28096.2062,0.6457
SG,MG,6608.0169,14.9777,2.3026,0.64563,52559.3953,52559.3953,0.64563
TH,SN,12161.2871,15.7862,0,-0.6442,4949.8397,4949.8397,0.6442
CH,ZM,6947.697,14.8725,1.7918,0.64404,77634.2628,77634.2628,0.64404
NL,MG,8849.3358,15.5038,4.8122,0.64402,44893.4611,44893.4611,0.64402
AR,YE,12988.3919,15.7854,0,-0.64331,11458.8821,11458.8821,0.64331
GR,MZ,6576.9588,15.7844,0,-0.64232,17721.9,17721.9,0.64232
LT,GE,2007.2989,14.7906,1.3863,0.6412,11026.0304,11026.0304,0.6412
RS,ML,3756.9356,16.0125,1.0986,-0.64081,4567.787,4567.787,0.64081
LS,KE,3445.9904,16.0121,1.0986,-0.6404,-457.2254,457.2254,0.6404
CZ,RW,5917.9411,15.0948,2.8332,0.63942,17563.7141,17563.7141,0.63942
EG,BO,11239.3733,15.9254,0.69315,-0.6385,409.534,409.534,0.6385
ER,MZ,3792.1035,16.0096,1.0986,-0.63792,440.9307,440.9307,0.63792
SE,AF,4557.5131,16.6203,4.0254,-0.63694,51038.0901,51038.0901,0.63694
ZA,LR,5365.6514,16.0083,1.0986,-0.6366,4818.2231,4818.2231,0.6366
HU,SL,5220.6391,14.7954,1.3863,0.63633,12168.798,12168.798,0.63633
GB,MW,8406.4608,16.6371,4.1109,-0.63588,39598.5936,39598.5936,0.63588
AU,TD,13216.8831,14.5067,0,0.63532,49263.5239,49263.5239,0.63532
GB,KH,9983.6998,16.1554,7.885,0.63462,38629.4811,38629.4811,0.63462
SZ,KE,3026.18,15.7767,0,-0.63461,1319.7941,1319.7941,0.63461
QA,KG,2796.4916,14.5081,0,0.63399,58253.8238,58253.8238,0.63399
KW,ZW,5722.0773,14.5081,0,0.6339,27966.8027,27966.8027,0.6339
BD,EC,17289.6921,16.0051,1.0986,-0.63346,-4610.2044,4610.2044,0.63346
IE,YE,6448.3544,14.9681,2.1972,0.63317,60616.1482,60616.1482,0.63317
TW,GH,12802.7145,15.2145,3.3673,0.63135,21084.539,21084.539,0.63135
BA,GE,2083.3998,14.9186,1.9459,0.63014,855.0684,855.0684,0.63014
AF,EC,14987.1651,14.743,1.0986,0.62869,-5407.2054,5407.2054,0.62869
JP,AL,9352.1981,15.2449,3.4965,0.62795,34747.5715,34747.5715,0.62795
BE,YE,5521.9198,16.1444,1.7918,-0.62784,40105.8225,40105.8225,0.62784
GB,LB,3842.493,17.1003,6.3716,-0.62658,31985.3837,31985.3837,0.62658
GB,ZM,8160.6103,16.6099,4.0254,-0.62656,38721.0005,38721.0005,0.62656
SE,ML,5067.3859,15.7528,5.9189,0.62629,50819.3618,50819.3618,0.62629
FR,RW,6003.3498,16.912,5.4723,-0.62628,36152.1327,36152.1327,0.62628
NL,ZA,9354.4576,16.2018,2.0794,-0.62518,40021.1861,40021.1861,0.62518
DE,CG,5737.1772,16.3707,2.8904,-0.62456,40407.8138,40407.8138,0.62456
ES,KH,10629.003,15.6842,5.5797,0.62399,25258.5845,25258.5845,0.62399
BG,MM,6810.1535,15.9108,0.69315,-0.6239,6075.7782,6075.7782,0.6239
AU,TL,2012.6534,15.8379,6.3135,0.62366,47825.8195,47825.8195,0.62366
MW,TG,4424.8076,15.7655,0,-0.62344,-277.6669,277.6669,0.62344
CH,BJ,4208.4107,15.4525,4.4659,0.62295,78023.2103,78023.2103,0.62295
SE,GE,2592.7211,15.5165,4.7707,0.62263,47746.219,47746.219,0.62263
DK,GH,5451.1636,15.5093,4.7362,0.62258,51904.2032,51904.2032,0.62258
BG,NP,5423.8311,15.7646,0,-0.62257,6621.2633,6621.2633,0.62257
CO,KH,18107.9674,14.6652,0.69315,0.62176,4535.6981,4535.6981,0.62176
KE,PE,12521.287,16.1001,1.6094,-0.62165,-4590.2903,4590.2903,0.62165
CZ,ML,3985.9827,16.2973,2.5649,-0.61914,17486.0426,17486.0426,0.61914
HU,KG,4362.9517,14.9589,2.0794,0.61777,11587.8113,11587.8113,0.61777
MY,CO,18954.5029,15.2562,3.4965,0.61665,3696.9631,3696.9631,0.61665
RS,SL,5065.3746,14.5257,0,0.61635,4852.2446,4852.2446,0.61635
CZ,JO,2752.61,16.3943,3.0445,-0.61592,14178.6122,14178.6122,0.61592
ES,CG,4939.0958,16.0937,1.6094,-0.61527,25000.247,25000.247,0.61527
KE,AM,4516.3585,15.7541,0,-0.61205,-2150.7923,2150.7923,0.61205
IL,TG,4314.449,15.0661,2.5649,0.61197,36714.1505,36714.1505,0.61197
QA,NP,3274.5564,15.7537,0,-0.61163,58601.3275,58601.3275,0.61163
DZ,EC,9109.0836,15.8973,0.69315,-0.61034,-2125.2318,2125.2318,0.61034
CL,SV,5795.9956,15.0341,2.3979,0.60906,9569.3415,9569.3415,0.60906
PT,BI,6148.6646,14.8712,1.6094,0.60718,19527.5808,19527.5808,0.60718
UY,MX,7976.8482,15.7475,0,-0.60545,7019.2598,7019.2598,0.60545
NO,IL,3803.6401,14.9442,1.9459,0.60458,33519.8652,33519.8652,0.60458
UA,NI,10781.4974,14.6831,0.69315,0.60386,34.346,34.346,0.60386
MU,YE,4112.2482,14.5387,0,0.60337,8637.261,8637.261,0.60337
CA,GT,4689.9721,17.1244,6.5985,-0.60332,38011.1839,38011.1839,0.60332
KE,LR,5300.7019,15.8897,0.69315,-0.60275,999.989,999.989,0.60275
KW,RW,3947.9723,14.9465,1.9459,0.60227,28272.5644,28272.5644,0.60227
TZ,GE,5481.106,15.7441,0,-0.60207,-2974.4561,2974.4561,0.60207
CA,GH,10205.5583,16.1006,7.4639,0.60135,40644.467,40644.467,0.60135
TR,SV,11774.8127,15.1071,2.7081,0.6009,6564.0248,6564.0248,0.6009
UA,SV,10933.8349,14.6862,0.69315,0.60074,-2037.8565,2037.8565,0.60074
PL,RW,6073.5259,16.3219,2.7726,-0.60034,11669.5815,11669.5815,0.60034
HU,TG,4635.9053,15.061,2.4849,0.60034,12086.3857,12086.3857,0.60034
GR,BJ,3836.8007,15.8871,0.69315,-0.60014,17314.5289,17314.5289,0.60014
IE,SN,4361.4195,15.168,2.9957,0.60012,60648.4092,60648.4092,0.60012
OM,IL,2347.3321,15.7418,0,-0.59971,-22310.2543,22310.2543,0.59971
LA,AZ,5647.2051,14.5425,0,0.59955,-1523.7836,1523.7836,0.59955
SE,GH,6031.2581,15.854,6.271,0.59867,50086.4078,50086.4078,0.59867
JO,BA,2203.0877,15.74,0,-0.59793,-620.7807,620.7807,0.59793
MX,ZW,15009.3128,16.0285,1.3863,-0.59676,7192.7089,7192.7089,0.59676
LU,UA,1821.2464,15.8836,0.69315,-0.5967,100645.5935,100645.5935,0.5967
HR,BJ,4167.1808,14.7753,1.0986,0.59635,11301.2262,11301.2262,0.59635
SI,MX,10035.605,14.7767,1.0986,0.59494,13103.2639,13103.2639,0.59494
BE,ML,3738.7224,16.4972,3.6376,-0.59487,40315.6502,40315.6502,0.59487
TN,MZ,6460.0797,15.8795,0.69315,-0.59261,3306.577,3306.577,0.59261
KW,MX,13312.4117,14.8859,1.6094,0.59251,20774.0938,20774.0938,0.59251
SG,EG,8257.5819,15.8784,0.69315,-0.5915,49446.2241,49446.2241,0.5915
IE,MD,2646.9639,14.6992,0.69315,0.58772,59706.2815,59706.2815,0.58772
US,MG,15850.7871,17.2818,7.4331,-0.58622,57065.4682,57065.4682,0.58622
MU,ID,6493.5423,15.8727,0.69315,-0.58581,6057.3009,6057.3009,0.58581
KW,GE,1492.5042,15.7275,0,-0.58544,25121.7501,25121.7501,0.58544
KR,HN,13300.5228,14.7862,1.0986,0.58543,25177.6485,25177.6485,0.58543
PH,BJ,12889.2577,15.7268,0,-0.58473,2161.6315,2161.6315,0.58473
NL,AL,1661.0872,16.6913,4.6151,-0.5847,41147.8838,41147.8838,0.5847
VN,SN,12959.7191,15.9563,1.0986,-0.58466,1227.6165,1227.6165,0.58466
IR,EC,13951.2656,15.7262,0,-0.58418,-1011.4041,1011.4041,0.58418
PE,IQ,13226.338,15.7261,0,-0.58406,1436.0494,1436.0494,0.58406
QA,PH,7467.5052,15.3761,3.912,0.5836,56379.7881,56379.7881,0.5836
AU,ZA,10389.4742,16.341,2.9444,-0.58355,44654.2256,44654.2256,0.58355
BO,GT,4611.3129,15.9545,1.0986,-0.58283,-1041.788,1041.788,0.58283
DK,JO,3533.2376,15.2836,3.4657,0.58276,49329.7268,49329.7268,0.58276
BR,MD,10456.848,15.7244,0,-0.58233,6749.747,6749.747,0.58233
CA,PG,11802.5461,14.5603,0,0.58171,39629.928,39629.928,0.58171
PL,TG,5095.3898,16.224,2.3979,-0.58084,11793.9554,11793.9554,0.58084
CH,ID,11258.757,16.6631,4.4998,-0.58058,75242.3558,75242.3558,0.58058
AR,AZ,14244.8166,14.562,0,0.58008,8572.2804,8572.2804,0.58008
BE,CM,4851.6131,16.2404,2.4849,-0.57896,40063.5086,40063.5086,0.57896
DK,MD,1618.7879,15.8656,0.69315,-0.57866,51517.4628,51517.4628,0.57866
MZ,PY,9579.7696,14.5635,0,0.57857,-3698.1353,3698.1353,0.57857
SI,ML,3627.9936,14.8533,1.3863,0.57849,20524.0631,20524.0631,0.57849
CZ,ZW,7771.7171,14.8537,1.3863,0.57808,17257.9524,17257.9524,0.57808
QA,RW,3804.8475,14.5648,0,0.57725,58628.0244,58628.0244,0.57725
JP,TG,13336.0023,15.5077,4.5109,0.5771,38316.006,38316.006,0.5771
SE,PH,9478.1904,16.2482,8.051,0.57649,48648.7969,48648.7969,0.57649
SG,US,15289.9015,15.8632,0.69315,-0.57632,-4506.0729,4506.0729,0.57632
KG,UG,6139.2717,15.717,0,-0.5749,461.7274,461.7274,0.5749
MD,GE,1307.169,15.8608,0.69315,-0.57392,-1953.4484,1953.4484,0.57392
OM,BI,3958.2639,14.9048,1.6094,0.57363,14696.6305,14696.6305,0.57363
FI,ID,9989.3991,16.4813,3.6636,-0.57355,39519.9526,39519.9526,0.57355
DZ,CL,10433.9744,15.7146,0,-0.57259,-9949.1737,9949.1737,0.57259
GB,LA,9158.7537,15.481,4.3567,0.57158,37546.2355,37546.2355,0.57158
CZ,TJ,4490.3662,15.3362,3.6636,0.57152,17470.7058,17470.7058,0.57152
ES,RW,5818.1633,16.6098,4.2905,-0.57105,25825.6562,25825.6562,0.57105
NZ,MX,11114.267,15.3935,3.9318,0.5703,31225.3173,31225.3173,0.5703
IT,KG,5058.6313,16.4831,3.6889,-0.57005,29450.232,29450.232,0.57005
TN,RW,4516.4666,15.712,0,-0.56991,2985.8108,2985.8108,0.56991
MT,AL,767.8443,14.5723,0,0.56971,20911.2744,20911.2744,0.56971
EE,CD,6970.5532,14.5732,0,0.56886,17130.182,17130.182,0.56886
BR,LS,8295.3068,15.7102,0,-0.56814,7651.8141,7651.8141,0.56814
AT,CM,4468.9438,16.1444,2.0794,-0.56772,43143.8665,43143.8665,0.56772
BG,TG,4490.8506,14.8044,1.0986,0.56724,6772.3341,6772.3341,0.56724
CA,CM,11024.3849,15.7611,5.6699,0.5659,41125.2793,41125.2793,0.5659
HR,JO,2439.6155,15.7065,0,-0.56447,8002.729,8002.729,0.56447
DE,MN,6350.3357,15.641,5.0814,0.56303,38249.6069,38249.6069,0.56303
EG,MN,6618.5996,15.7045,0,-0.5625,-171.9616,171.9616,0.5625
AT,BF,4200.2454,16.0396,1.6094,-0.56121,43526.7847,43526.7847,0.56121
HU,GE,1950.9625,16.0766,1.7918,-0.56009,8811.1975,8811.1975,0.56009
BG,MX,10919.0856,15.8469,0.69315,-0.56001,-850.5105,850.5105,0.56001
BE,ZM,7433.0252,15.0416,2.1972,0.55968,39917.7694,39917.7694,0.55968
US,GE,10260.1626,16.2506,7.98,0.55931,53613.1372,53613.1372,0.55931
IE,IQ,4629.105,15.9302,1.0986,-0.5585,56996.8823,56996.8823,0.5585
PE,MZ,11796.3453,15.7,0,-0.55793,5663.5807,5663.5807,0.55793
LY,VN,9421.5695,15.6984,0,-0.55632,3263.3397,3263.3397,0.55632
US,SR,5468.7974,15.6127,4.9127,0.55608,50982.3544,50982.3544,0.55608
BD,LR,10707.8339,15.6961,0,-0.55402,903.409,903.409,0.55402
TT,HT,1502.7703,15.6959,0,-0.55389,14637.5034,14637.5034,0.55389
RO,KG,3980.3913,15.8391,0.69315,-0.55217,8397.0944,8397.0944,0.55217
DE,SL,5167.1189,16.9467,5.994,-0.5519,41440.0091,41440.0091,0.5519
PT,AF,6596.5406,15.9224,1.0986,-0.55077,19251.5295,19251.5295,0.55077
FI,ZA,10286.8152,14.8814,1.3863,0.55042,37816.6536,37816.6536,0.55042
AU,YE,10278.2022,15.656,5.0876,0.54931,48937.4847,48937.4847,0.54931
NZ,BR,12220.588,15.6911,0,-0.5491,30776.675,30776.675,0.5491
PT,MG,8630.4259,15.0541,2.1972,0.54716,19411.9894,19411.9894,0.54716
CZ,VN,9016.2996,16.3041,2.9444,-0.54662,16080.8594,16080.8594,0.54662
AT,JO,2637.96,16.2909,2.8904,-0.54475,40088.5777,40088.5777,0.54475
IQ,HN,12452.4325,14.5977,0,0.5443,2248.4431,2248.4431,0.5443
NL,MM,8146.2105,16.4228,3.5264,-0.54377,44019.7624,44019.7624,0.54377
US,BJ,10086.5907,17.3574,8.002,-0.5429,56677.3467,56677.3467,0.5429
EC,PY,3208.8522,16.1859,2.3979,-0.54273,1888.7795,1888.7795,0.54273
TW,ZA,12045.1185,16.0206,1.6094,-0.5422,17324.4061,17324.4061,0.5422
PL,ZW,7947.3331,16.088,1.9459,-0.53926,11363.8197,11363.8197,0.53926
DK,CM,5442.5565,15.3273,3.4657,0.53905,52385.0156,52385.0156,0.53905
DK,TZ,7341.2855,15.5921,4.7274,0.53799,52538.4705,52538.4705,0.53799
CY,AM,1159.6793,14.7496,0.69315,0.53735,19718.0497,19718.0497,0.53735
SY,CO,11803.6545,15.6774,0,-0.53537,-4105.2153,4105.2153,0.53537
TW,MX,12961.5966,16.6987,4.8903,-0.53454,14396.6938,14396.6938,0.53454
EC,MG,13590.7166,14.6078,0,0.53429,5567.6653,5567.6653,0.53429
LT,PH,9327.6545,15.0425,2.0794,0.53416,11928.6084,11928.6084,0.53416
DE,BO,10345.3725,15.9449,6.3969,0.53409,38831.1025,38831.1025,0.53409
RS,MX,10553.675,15.9051,1.0986,-0.53342,-2853.0122,2853.0122,0.53342
RS,TG,4393.3783,14.8384,1.0986,0.53328,4769.8324,4769.8324,0.53328
SE,UG,6637.4759,16.0483,6.8814,0.53195,50984.5601,50984.5601,0.53195
MA,TJ,6933.5802,15.6733,0,-0.53127,2036.5859,2036.5859,0.53127
FI,TH,7684.6547,15.673,0,-0.531,37182.3341,37182.3341,0.531
AR,BJ,8628.1467,15.6724,0,-0.53034,11659.7764,11659.7764,0.53034
AL,PH,10013.7575,14.9019,1.3863,0.52992,1195.8243,1195.8243,0.52992
BE,ZW,8100.1002,14.8428,1.0986,0.5289,40087.56,40087.56,0.5289
IE,TZ,7775.5166,15.2942,3.2581,0.52876,60727.2891,60727.2891,0.52876
NL,ZM,7574.6086,15.4091,3.8067,0.52855,44116.3921,44116.3921,0.52855
CA,BG,8130.1974,15.1798,2.7081,0.52824,34807.1322,34807.1322,0.52824
AE,MZ,5084.9228,16.1511,2.3026,-0.52781,37240.1381,37240.1381,0.52781
AT,TZ,6315.9205,16.3158,3.091,-0.52773,43297.3214,43297.3214,0.52773
CZ,TG,4778.1129,15.0736,2.1972,0.52763,17688.088,17688.088,0.52763
TT,GT,3187.5332,14.6165,0,0.52556,11230.3547,11230.3547,0.52556
ES,HT,6859.571,16.1864,2.4849,-0.525,25788.8963,25788.8963,0.525
CA,MM,11086.0425,16.5637,4.2905,-0.52496,40882.9104,40882.9104,0.52496
CZ,LB,2434.6045,16.186,2.4849,-0.52465,10352.545,10352.545,0.52465
CH,LB,2728.5348,15.7258,5.2983,0.52363,70898.646,70898.646,0.52363
AU,MZ,9919.7569,15.7712,5.5134,0.52316,49545.7502,49545.7502,0.52316
CA,YE,11705.8735,15.804,5.6699,0.52303,41167.5932,41167.5932,0.52303
MX,GE,11889.539,15.0262,1.9459,0.52258,4347.6563,4347.6563,0.52258
GT,YE,14300.9779,14.6204,0,0.5216,3156.4094,3156.4094,0.5216
AF,BJ,7167.2922,15.8081,0.69315,-0.52123,-227.6617,227.6617,0.52123
CA,CL,10725.7584,15.547,4.4308,0.52108,28365.0019,28365.0019,0.52108
LT,KE,6268.3598,15.0804,2.1972,0.5209,13424.3205,13424.3205,0.5209
LK,PE,17348.9931,14.6212,0,0.52082,-2210.2553,2210.2553,0.52082
RO,EC,11167.6297,14.7667,0.69315,0.52018,3505.1465,3505.1465,0.52018
HR,TZ,6050.5595,15.661,0,-0.5189,11211.4728,11211.4728,0.5189
KR,EC,15378.5275,15.0826,2.1972,0.5187,21569.822,21569.822,0.5187
SI,CM,4319.7239,14.7686,0.69315,0.51832,20271.9214,20271.9214,0.51832
DK,CD,6797.5441,16.0944,2.0794,-0.51775,52973.159,52973.159,0.51775
CA,PA,5743.3739,15.3056,3.2581,0.51734,28477.692,28477.692,0.51734
BG,CM,4137.3656,16.0938,2.0794,-0.51716,6318.1471,6318.1471,0.51716
PH,RW,10261.506,16.2746,2.9444,-0.51712,2248.2363,2248.2363,0.51712
MT,IQ,2689.5744,14.6252,0,0.51687,20448.5699,20448.5699,0.51687
ID,LS,9547.3295,15.6581,0,-0.5161,2572.1605,2572.1605,0.5161
AF,LR,8423.9998,14.6279,0,0.51418,106.408,106.408,0.51418
BO,PH,19324.6488,14.9182,1.3863,0.51355,153.8842,153.8842,0.51355
BE,GE,3077.5745,15.3098,3.2581,0.51317,37242.5074,37242.5074,0.51317
EG,HN,11771.0027,15.655,0,-0.51297,1153.3325,1153.3325,0.51297
AT,PH,10202.3236,15.9769,6.4409,0.51133,41225.4433,41225.4433,0.51133
KW,KG,2791.3352,14.9673,1.6094,0.51114,27898.3638,27898.3638,0.51114
BG,VN,8369.7689,16.0596,1.9459,-0.5109,5165.1055,5165.1055,0.5109
SI,TZ,6163.6532,14.9209,1.3863,0.51087,20425.3763,20425.3763,0.51087
DK,ML,4449.429,15.466,3.989,0.50979,52637.1572,52637.1572,0.50979
KR,HT,13557.9295,14.9221,1.3863,0.50966,26799.2107,26799.2107,0.50966
AE,ZM,4952.0056,15.6516,0,-0.5095,36443.8196,36443.8196,0.5095
FR,PA,8785.5686,15.0672,2.0794,0.50943,23174.7323,23174.7323,0.50943
LA,MN,3005.4631,14.6331,0,0.50892,-1333.2988,1333.2988,0.50892
JP,ZW,12924.772,16.3233,3.2189,-0.50852,37885.8704,37885.8704,0.50852
HU,KE,5542.5847,16.5556,4.3307,-0.50841,11209.4877,11209.4877,0.50841
BY,TJ,3641.8878,15.6499,0,-0.50783,4193.4107,4193.4107,0.50783
SA,LA,5902.4812,15.6499,0,-0.50781,17675.4953,17675.4953,0.50781
SI,GH,4515.5463,14.8651,1.0986,0.50658,19791.1091,19791.1091,0.50658
IT,PA,9650.1272,14.7807,0.69315,0.50625,16847.0322,16847.0322,0.50625
IE,IL,4235.8797,14.6369,0,0.50513,24313.8707,24313.8707,0.50513
MY,ZW,8367.6544,15.7887,0.69315,-0.5018,8493.9711,8493.9711,0.5018
TH,AM,6001.7735,15.5368,4.2767,0.49911,2301.7614,2301.7614,0.49911
RS,KG,4332.0663,14.6429,0,0.4991,4271.2579,4271.2579,0.4991
NO,BG,2280.6302,15.7856,0.69315,-0.49867,63461.6816,63461.6816,0.49867
DE,KG,4908.2819,16.8539,5.8051,-0.49863,40859.0224,40859.0224,0.49863
LV,KE,6438.2236,14.6449,0,0.49711,12662.7041,12662.7041,0.49711
NL,MZ,8399.246,15.7549,5.3083,0.49655,44912.7107,44912.7107,0.49655
GB,MG,9504.7241,16.7107,5.1299,-0.49654,39498.0695,39498.0695,0.49654
FI,TZ,7634.5287,15.4717,3.9512,0.49616,42211.0537,42211.0537,0.49616
BE,GH,4759.3494,16.4639,3.9512,-0.49605,39582.6963,39582.6963,0.49605
SG,AF,5215.3647,15.7818,0.69315,-0.49492,52398.9354,52398.9354,0.49492
PL,SL,5589.9991,16.0107,1.7918,-0.49421,11876.3676,11876.3676,0.49421
AR,IL,12764.1835,14.6485,0,0.49351,-24843.3954,24843.3954,0.49351
QA,KE,3162.0615,16.3377,3.3673,-0.49186,57875.5002,57875.5002,0.49186
DK,AZ,3280.498,15.464,3.8918,0.49148,49540.7279,49540.7279,0.49148
MU,ZW,2973.2321,14.652,0,0.49003,8618.9985,8618.9985,0.49003
CY,AZ,1362.8528,15.632,0,-0.48994,19447.2653,19447.2653,0.48994
RO,CO,10353.7728,16.0064,1.7918,-0.4899,3668.5253,3668.5253,0.4899
RO,RW,5346.24,15.9216,1.3863,-0.48984,8771.295,8771.295,0.48984
AU,EG,12448.287,16.5168,4.2341,-0.48981,46413.3294,46413.3294,0.48981
SK,AM,2215.6776,14.9893,1.6094,0.48909,12889.8356,12889.8356,0.48909
SK,MZ,7650.2633,14.7991,0.69315,0.48778,16113.9183,16113.9183,0.48778
RS,NP,5775.5081,15.629,0,-0.48699,4618.7616,4618.7616,0.48699
KW,GH,5584.0431,15.1146,2.1972,0.48666,27461.939,27461.939,0.48666
DE,DO,7749.5096,16.5005,4.1744,-0.48604,35213.835,35213.835,0.48604
SG,LA,2062.6077,16.0024,1.7918,-0.48589,50607.5613,50607.5613,0.48589
BA,KE,5281.2537,15.6255,0,-0.48346,3253.3585,3253.3585,0.48346
AT,BI,5854.1835,14.8036,0.69315,0.4833,43890.7878,43890.7878,0.4833
TH,ML,10996.55,16.1426,2.4849,-0.48117,5127.4063,5127.4063,0.48117
